response_id,customer_id,survey_date,region,customer_segment,industry,response_channel,service_category,nps_score,csat_score,resolution_days,issue_resolved,feedback_text
RSP-1698,CUST-5043,2025-04-22,Asia-Pacific,Mid-Market,Healthcare,Email,Customer Support,7,5,5,Yes,"Acceptable response time, issue was eventually fixed."
RSP-1699,CUST-4442,2025-06-09,Latin America,Mid-Market,Healthcare,Web,Customer Support,10,5,3,Yes,Best customer service team in the industry. Kudos!
RSP-1700,CUST-4042,2025-08-26,Asia-Pacific,Mid-Market,Finance,Email,Quality,9,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1701,CUST-3705,2025-02-11,Middle East & Africa,Mid-Market,Technology,Email,Customer Support,2,2,14,No,Delivery took twice as long as promised.
RSP-1702,CUST-1459,2025-05-17,North America,SMB,Finance,Email,Product,4,2,4,Yes,Customer service agent was rude and transferred me three times.
RSP-1703,CUST-1584,2025-10-06,Asia-Pacific,Mid-Market,Retail,Web,Product,10,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-1704,CUST-2487,2025-04-09,North America,SMB,Healthcare,Email,Pricing,5,2,7,No,Quality has visibly degraded over the last few months.
RSP-1705,CUST-4125,2025-01-07,North America,Mid-Market,Healthcare,Email,Customer Support,7,4,2,Yes,"Support resolved the issue, but communication could be better."
RSP-1706,CUST-3039,2025-07-17,Asia-Pacific,Mid-Market,Finance,Email,Customer Support,0,2,7,No,Billing error was not resolved on time.
RSP-1707,CUST-3024,2025-01-18,North America,SMB,Finance,In-App,Delivery,3,3,4,Yes,Pricing is way too high for the features provided.
RSP-1708,CUST-4775,2025-02-18,North America,SMB,Technology,Web,Delivery,0,1,4,Yes,Platform UI is slow and unintuitive.
RSP-1709,CUST-2707,2025-08-31,Europe,Mid-Market,Technology,Phone,Quality,8,4,2,No,"Decent features for SMBs, but needs better reporting tools."
RSP-1710,CUST-3556,2025-06-15,North America,Enterprise,Retail,In-App,Customer Support,5,1,7,No,Delivery took twice as long as promised.
RSP-1711,CUST-1345,2025-10-09,North America,SMB,Technology,Web,Pricing,4,1,10,Yes,Platform UI is slow and unintuitive.
RSP-1712,CUST-2000,2025-05-10,Asia-Pacific,Mid-Market,Technology,Web,Product,10,5,2,Yes,Best customer service team in the industry. Kudos!
RSP-1713,CUST-3447,2025-04-12,North America,Mid-Market,Finance,Phone,Quality,4,2,10,Yes,"Issue took over a week to resolve, very frustrating."
RSP-1714,CUST-1426,2025-12-08,Europe,Mid-Market,Healthcare,Email,Customer Support,5,3,14,Yes,Pricing is way too high for the features provided.
RSP-1715,CUST-1925,2025-05-01,Europe,Enterprise,Retail,Email,Customer Support,10,5,2,Yes,Top-tier enterprise platform with excellent security features.
RSP-1716,CUST-3658,2025-01-08,North America,SMB,Technology,Web,Product,10,4,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1717,CUST-3261,2025-10-27,Europe,Mid-Market,Healthcare,Email,Delivery,3,2,5,No,Product keeps crashing after the latest update.
RSP-1718,CUST-4242,2025-05-05,Europe,Enterprise,Healthcare,Web,Product,9,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1719,CUST-1344,2025-10-25,North America,Mid-Market,Retail,Phone,Quality,7,4,4,Yes,"Service is okay, expecting more frequent software updates."
RSP-1720,CUST-2269,2025-07-10,Asia-Pacific,Mid-Market,Technology,Phone,Product,9,5,3,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-1722,CUST-1748,2025-12-18,Asia-Pacific,Mid-Market,Technology,Phone,Delivery,4,2,5,Yes,Frequent downtime impacted our business operations.
RSP-1723,CUST-3772,2025-11-17,North America,SMB,Manufacturing,Web,Delivery,9,5,2,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1724,CUST-1489,2025-07-02,North America,Mid-Market,Technology,Email,Quality,9,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1725,CUST-1879,2025-03-06,North America,Mid-Market,Healthcare,Phone,Product,10,5,2,Yes,Best customer service team in the industry. Kudos!
RSP-1727,CUST-3845,2025-08-13,North America,SMB,Technology,Phone,Customer Support,8,4,2,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-1728,CUST-1174,2025-12-19,Asia-Pacific,SMB,Finance,Phone,Product,0,2,7,Yes,Customer service agent was rude and transferred me three times.
RSP-1729,CUST-3934,2025-03-10,North America,Enterprise,Technology,Web,Pricing,8,5,5,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-1730,CUST-1323,2025-09-06,North America,SMB,Technology,Email,Product,8,4,2,Yes,"Service is okay, expecting more frequent software updates."
RSP-1731,CUST-3414,2025-10-05,Latin America,Mid-Market,Retail,Email,Product,8,4,3,Yes,"Service is okay, expecting more frequent software updates."
RSP-1732,CUST-2554,2025-10-18,Asia-Pacific,SMB,Healthcare,Email,Customer Support,3,1,5,Yes,Delivery took twice as long as promised.
RSP-1733,CUST-3848,2025-06-15,North America,Enterprise,Finance,Phone,Customer Support,9,4,1,Yes,Best customer service team in the industry. Kudos!
RSP-1734,CUST-3255,2025-11-03,Asia-Pacific,SMB,Technology,Email,Pricing,5,2,5,Yes,Platform UI is slow and unintuitive.
RSP-1735,CUST-2313,2025-02-05,Asia-Pacific,Mid-Market,Finance,Phone,Customer Support,9,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1736,CUST-4681,2025-06-01,North America,Mid-Market,Finance,In-App,Delivery,4,2,10,No,Quality has visibly degraded over the last few months.
RSP-1737,CUST-4007,2025-08-21,Europe,Mid-Market,Finance,Web,Quality,2,1,7,No,Support response was extremely slow and unhelpful.
RSP-1738,CUST-5144,2025-07-14,Europe,Mid-Market,Technology,Phone,Product,10,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1739,CUST-1153,2025-11-14,Latin America,Mid-Market,Technology,In-App,Quality,9,4,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1740,CUST-2956,2025-06-14,North America,SMB,Technology,Web,Product,7,5,2,Yes,"Support resolved the issue, but communication could be better."
RSP-1741,CUST-4174,2025-04-08,North America,Enterprise,Healthcare,Email,Customer Support,9,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-1742,CUST-2262,2025-11-10,North America,Mid-Market,Finance,Email,Quality,10,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-1743,CUST-3642,2025-07-29,Latin America,Mid-Market,Retail,Email,Product,9,5,2,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1744,CUST-1904,2025-02-19,North America,Enterprise,Manufacturing,Email,Customer Support,8,3,2,Yes,"Support resolved the issue, but communication could be better."
RSP-1745,CUST-1358,2025-03-08,Asia-Pacific,SMB,Finance,Phone,Product,3,1,4,Yes,Delivery took twice as long as promised.
RSP-1746,CUST-1256,2025-04-14,Europe,Mid-Market,Technology,Phone,Customer Support,2,3,4,No,Product keeps crashing after the latest update.
RSP-1747,CUST-4976,2025-04-09,North America,SMB,Technology,Web,Delivery,7,4,2,Yes,"Support resolved the issue, but communication could be better."
RSP-1748,CUST-1260,2025-10-20,North America,SMB,Technology,Phone,Customer Support,7,3,4,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-1749,CUST-5013,2025-09-27,Latin America,Mid-Market,Healthcare,Email,Product,9,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-1750,CUST-1402,2025-07-07,Asia-Pacific,SMB,Finance,Phone,Quality,7,3,2,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-1751,CUST-1580,2025-01-07,Europe,SMB,Technology,Email,Pricing,8,4,2,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-1752,CUST-5025,2025-02-10,North America,Enterprise,Technology,Phone,Product,3,1,7,Yes,Billing error was not resolved on time.
RSP-1753,CUST-1497,2025-07-04,Europe,Mid-Market,Healthcare,Email,Product,10,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-1754,CUST-4023,2025-12-29,Europe,Enterprise,Manufacturing,Email,Customer Support,6,1,7,Yes,No feedback provided
RSP-1755,CUST-3177,2025-09-28,North America,Mid-Market,Technology,In-App,Quality,6,1,10,Yes,Support response was extremely slow and unhelpful.
RSP-1756,CUST-1576,2025-06-05,North America,Mid-Market,Retail,Email,Product,8,4,3,Yes,"Support resolved the issue, but communication could be better."
RSP-1757,CUST-2768,2025-09-23,Europe,Enterprise,Technology,Web,Quality,4,1,4,Yes,Product keeps crashing after the latest update.
RSP-1758,CUST-1829,2025-04-29,Asia-Pacific,Mid-Market,Finance,Web,Pricing,0,1,4,No,Platform UI is slow and unintuitive.
RSP-1759,CUST-4156,2025-04-08,Asia-Pacific,Mid-Market,Technology,Email,Product,8,4,2,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-1760,CUST-3037,2025-10-19,North America,Mid-Market,Technology,Web,Customer Support,10,5,3,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1761,CUST-4401,2025-02-24,Europe,SMB,Technology,Email,Product,8,4,4,Yes,"Acceptable response time, issue was eventually fixed."
RSP-1762,CUST-4757,2025-12-26,Europe,Enterprise,Finance,Email,Pricing,2,1,14,Yes,No feedback provided
RSP-1763,CUST-1852,2025-03-27,North America,Mid-Market,Technology,In-App,Customer Support,6,2,4,No,Delivery took twice as long as promised.
RSP-1764,CUST-4289,2025-09-16,Latin America,SMB,Technology,Email,Product,9,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1765,CUST-2295,2025-10-01,North America,Enterprise,Technology,Email,Product,8,4,2,Yes,"Service is okay, expecting more frequent software updates."
RSP-1766,CUST-3886,2025-06-11,North America,Mid-Market,Technology,Phone,Pricing,0,2,14,Yes,Platform UI is slow and unintuitive.
RSP-1767,CUST-3659,2025-07-10,North America,Mid-Market,Finance,In-App,Product,2,1,5,Yes,Customer service agent was rude and transferred me three times.
RSP-1768,CUST-4527,2025-06-15,North America,Enterprise,Technology,In-App,Product,5,1,14,No,Frequent downtime impacted our business operations.
RSP-1769,CUST-2971,2025-10-16,Asia-Pacific,Enterprise,Retail,Email,Product,8,4,4,No,"Pricing is fair, but onboarding was slightly confusing."
RSP-1770,CUST-4072,2025-10-09,Latin America,Enterprise,Healthcare,Email,Quality,2,3,5,Yes,Quality has visibly degraded over the last few months.
RSP-1771,CUST-3949,2025-08-20,North America,Mid-Market,Retail,Email,Delivery,0,1,4,Yes,Billing error was not resolved on time.
RSP-1772,CUST-4252,2025-01-01,Latin America,Mid-Market,Technology,Phone,Product,6,2,5,No,Support response was extremely slow and unhelpful.
RSP-1773,CUST-3330,2025-11-02,Europe,SMB,Manufacturing,Email,Delivery,3,1,10,No,Support response was extremely slow and unhelpful.
RSP-1774,CUST-2106,2025-06-04,Europe,Mid-Market,Technology,Phone,Quality,7,4,3,Yes,"Product works fine, but missing key integrations."
RSP-1775,CUST-3460,2025-04-24,Europe,Mid-Market,Healthcare,Web,Quality,0,3,7,No,Pricing is way too high for the features provided.
RSP-1776,CUST-3579,2025-01-12,Asia-Pacific,Mid-Market,Retail,Email,Product,9,5,2,Yes,The team went above and beyond to help us with our migration.
RSP-1777,CUST-5188,2025-10-12,Europe,Mid-Market,Manufacturing,Email,Customer Support,8,4,3,No,"Average experience, nothing exceptional to report."
RSP-1778,CUST-1772,2025-01-20,Europe,SMB,Technology,Phone,Customer Support,9,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-1779,CUST-3913,2025-03-21,Europe,Enterprise,Manufacturing,Email,Delivery,0,2,5,Yes,Delivery took twice as long as promised.
RSP-1780,CUST-3170,2025-07-07,North America,Mid-Market,Manufacturing,Email,Customer Support,10,5,3,Yes,No feedback provided
RSP-1781,CUST-2908,2025-05-12,Europe,Mid-Market,Technology,Phone,Quality,6,2,10,Yes,Quality has visibly degraded over the last few months.
RSP-1782,CUST-1752,2025-10-20,Latin America,Mid-Market,Technology,Web,Delivery,7,4,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-1783,CUST-2781,2025-02-09,Europe,Mid-Market,Technology,In-App,Product,10,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1784,CUST-4952,2025-03-30,North America,Mid-Market,Finance,Web,Customer Support,8,4,4,Yes,"Service is okay, expecting more frequent software updates."
RSP-1785,CUST-1781,2025-11-01,North America,SMB,Healthcare,Email,Delivery,1,1,5,Yes,Quality has visibly degraded over the last few months.
RSP-1786,CUST-1306,2025-10-23,Asia-Pacific,Enterprise,Technology,Email,Product,6,2,21,No,Customer service agent was rude and transferred me three times.
RSP-1787,CUST-1642,2025-01-29,Latin America,Enterprise,Technology,Email,Quality,1,2,5,Yes,"Issue took over a week to resolve, very frustrating."
RSP-1788,CUST-3850,2025-08-11,Middle East & Africa,SMB,Retail,Phone,Quality,7,5,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-1789,CUST-1987,2025-04-27,Asia-Pacific,Mid-Market,Retail,In-App,Delivery,4,2,14,Yes,Frequent downtime impacted our business operations.
RSP-1790,CUST-1093,2025-11-21,North America,Mid-Market,Technology,Web,Delivery,4,3,4,Yes,Customer service agent was rude and transferred me three times.
RSP-1791,CUST-1443,2025-06-06,North America,Enterprise,Technology,In-App,Quality,9,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1792,CUST-3615,2025-10-04,North America,SMB,Finance,Email,Delivery,5,2,14,Yes,Frequent downtime impacted our business operations.
RSP-1793,CUST-2225,2025-06-17,Latin America,Mid-Market,Finance,In-App,Pricing,0,1,7,Yes,Platform UI is slow and unintuitive.
RSP-1794,CUST-2808,2025-03-20,Europe,SMB,Technology,Phone,Product,10,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1795,CUST-4218,2025-08-17,Asia-Pacific,Mid-Market,Healthcare,In-App,Pricing,5,2,5,Yes,Frequent downtime impacted our business operations.
RSP-1796,CUST-5134,2025-02-16,Europe,Mid-Market,Technology,Email,Product,8,4,3,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-1797,CUST-4538,2025-05-29,Europe,SMB,Healthcare,In-App,Delivery,6,1,7,No,Customer service agent was rude and transferred me three times.
RSP-1798,CUST-2212,2025-03-09,Latin America,SMB,Technology,Phone,Delivery,5,1,14,No,"Issue took over a week to resolve, very frustrating."
RSP-1799,CUST-1676,2025-09-01,Europe,Mid-Market,Technology,Web,Delivery,9,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1800,CUST-4270,2025-05-15,North America,SMB,Finance,In-App,Customer Support,9,4,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-1801,CUST-4264,2025-09-14,Asia-Pacific,SMB,Technology,In-App,Pricing,0,3,5,No,Customer service agent was rude and transferred me three times.
RSP-1802,CUST-2068,2025-03-11,North America,SMB,Technology,Phone,Delivery,3,2,4,No,Billing error was not resolved on time.
RSP-1803,CUST-2622,2025-09-07,Middle East & Africa,SMB,Retail,Email,Delivery,5,1,14,Yes,Customer service agent was rude and transferred me three times.
RSP-1804,CUST-2606,2025-10-15,Latin America,Enterprise,Retail,Email,Product,9,5,2,Yes,Great value for money and outstanding service reliability.
RSP-1805,CUST-2985,2025-02-06,North America,SMB,Healthcare,Web,Delivery,6,1,5,Yes,Quality has visibly degraded over the last few months.
RSP-1806,CUST-4523,2025-06-15,Europe,Mid-Market,Finance,Web,Product,7,4,2,Yes,"Support resolved the issue, but communication could be better."
RSP-1807,CUST-1921,2025-12-10,North America,SMB,Finance,Email,Product,9,5,2,Yes,Top-tier enterprise platform with excellent security features.
RSP-1808,CUST-4469,2025-07-07,Europe,Enterprise,Retail,In-App,Customer Support,9,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1809,CUST-2560,2025-06-14,Latin America,Mid-Market,Retail,Email,Product,8,3,3,Yes,"Acceptable response time, issue was eventually fixed."
RSP-1810,CUST-1198,2025-06-06,Asia-Pacific,SMB,Healthcare,Email,Customer Support,10,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1811,CUST-3864,2025-11-12,North America,Enterprise,Retail,Web,Product,6,1,14,Yes,Billing error was not resolved on time.
RSP-1812,CUST-2194,2025-08-14,Europe,Mid-Market,Finance,Email,Delivery,6,2,5,Yes,Support response was extremely slow and unhelpful.
RSP-1813,CUST-2912,2025-04-13,North America,Mid-Market,Finance,In-App,Product,5,1,7,Yes,"Issue took over a week to resolve, very frustrating."
RSP-1814,CUST-2277,2025-02-13,Asia-Pacific,Enterprise,Finance,In-App,Pricing,9,5,3,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-1815,CUST-1446,2025-05-05,North America,Enterprise,Finance,In-App,Product,8,4,5,Yes,"Average experience, nothing exceptional to report."
RSP-1816,CUST-3356,2025-01-08,Middle East & Africa,Mid-Market,Technology,Phone,Delivery,0,2,10,No,"Issue took over a week to resolve, very frustrating."
RSP-1817,CUST-1911,2025-06-06,North America,Mid-Market,Healthcare,Email,Customer Support,3,1,10,Yes,Billing error was not resolved on time.
RSP-1818,CUST-4859,2025-01-12,Middle East & Africa,Mid-Market,Manufacturing,Email,Customer Support,7,4,3,Yes,"Acceptable response time, issue was eventually fixed."
RSP-1819,CUST-2712,2025-10-03,Asia-Pacific,Mid-Market,Technology,Email,Customer Support,6,1,4,Yes,Pricing is way too high for the features provided.
RSP-1820,CUST-2669,2025-10-07,Asia-Pacific,Mid-Market,Healthcare,Email,Product,4,3,7,No,Platform UI is slow and unintuitive.
RSP-1821,CUST-3118,2025-10-08,North America,Mid-Market,Healthcare,Phone,Quality,3,1,7,Yes,Billing error was not resolved on time.
RSP-1822,CUST-2157,2025-12-22,North America,Mid-Market,Technology,Phone,Product,7,4,3,No,"Product works fine, but missing key integrations."
RSP-1823,CUST-4085,2025-10-26,North America,SMB,Finance,Web,Delivery,4,3,14,Yes,Platform UI is slow and unintuitive.
RSP-1824,CUST-1356,2025-05-11,North America,Mid-Market,Manufacturing,Email,Customer Support,9,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1825,CUST-1492,2025-05-26,Middle East & Africa,Mid-Market,Finance,Email,Customer Support,6,1,10,Yes,Pricing is way too high for the features provided.
RSP-1826,CUST-3222,2025-01-28,Asia-Pacific,Mid-Market,Finance,Phone,Customer Support,6,2,10,Yes,Billing error was not resolved on time.
RSP-1827,CUST-1068,2025-02-04,North America,Mid-Market,Finance,Web,Customer Support,7,4,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-1828,CUST-3222,2025-12-06,Asia-Pacific,Enterprise,Manufacturing,Web,Quality,9,5,2,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1829,CUST-1883,2025-01-10,North America,SMB,Technology,In-App,Customer Support,9,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-1830,CUST-4166,2025-04-29,Asia-Pacific,Enterprise,Finance,Email,Product,8,3,4,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-1831,CUST-5165,2025-12-30,North America,Mid-Market,Technology,Email,Quality,3,1,5,Yes,Product keeps crashing after the latest update.
RSP-1832,CUST-3584,2025-09-06,Europe,Mid-Market,Retail,Email,Delivery,4,2,21,Yes,Frequent downtime impacted our business operations.
RSP-1833,CUST-1721,2025-04-06,Middle East & Africa,Mid-Market,Technology,Email,Delivery,3,1,5,Yes,Pricing is way too high for the features provided.
RSP-1834,CUST-5101,2025-08-23,North America,Mid-Market,Retail,Email,Customer Support,8,4,2,Yes,"Product works fine, but missing key integrations."
RSP-1835,CUST-1325,2025-05-07,Europe,Mid-Market,Technology,Email,Quality,6,2,7,No,Platform UI is slow and unintuitive.
RSP-1836,CUST-3497,2025-06-20,Europe,Mid-Market,Manufacturing,Web,Product,4,2,10,Yes,Billing error was not resolved on time.
RSP-1837,CUST-4222,2025-03-22,Europe,Mid-Market,Healthcare,Web,Product,10,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1838,CUST-3840,2025-12-17,North America,Mid-Market,Finance,Phone,Delivery,6,2,4,Yes,"Issue took over a week to resolve, very frustrating."
RSP-1839,CUST-3911,2025-11-17,Asia-Pacific,Mid-Market,Finance,Phone,Pricing,0,2,4,Yes,Quality has visibly degraded over the last few months.
RSP-1840,CUST-2934,2025-09-14,North America,Enterprise,Manufacturing,In-App,Delivery,6,2,10,Yes,Quality has visibly degraded over the last few months.
RSP-1841,CUST-1507,2025-11-17,North America,SMB,Finance,Phone,Pricing,9,5,1,No,The team went above and beyond to help us with our migration.
RSP-1842,CUST-4171,2025-01-16,North America,Mid-Market,Technology,In-App,Customer Support,3,3,10,No,Platform UI is slow and unintuitive.
RSP-1843,CUST-3295,2025-04-26,North America,Mid-Market,Finance,Phone,Customer Support,9,5,2,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1844,CUST-3799,2025-07-21,North America,Enterprise,Healthcare,Email,Quality,7,4,3,Yes,"Average experience, nothing exceptional to report."
RSP-1845,CUST-1719,2025-07-15,North America,Mid-Market,Finance,Web,Delivery,7,4,5,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-1846,CUST-4418,2025-05-04,Europe,Mid-Market,Manufacturing,Email,Customer Support,7,4,2,Yes,"Average experience, nothing exceptional to report."
RSP-1847,CUST-4493,2025-06-09,Europe,Mid-Market,Technology,Email,Product,10,5,2,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1848,CUST-4679,2025-10-05,Latin America,Mid-Market,Finance,Phone,Customer Support,8,4,2,Yes,"Average experience, nothing exceptional to report."
RSP-1849,CUST-2693,2025-12-01,Europe,Enterprise,Healthcare,Phone,Quality,1,1,10,Yes,Delivery took twice as long as promised.
RSP-1850,CUST-2657,2025-03-12,North America,SMB,Healthcare,Phone,Pricing,9,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-1851,CUST-2107,2025-08-09,North America,Enterprise,Healthcare,In-App,Quality,6,2,4,Yes,Delivery took twice as long as promised.
RSP-1852,CUST-2294,2025-06-12,North America,SMB,Technology,Web,Customer Support,5,1,7,No,Product keeps crashing after the latest update.
RSP-1853,CUST-1969,2025-04-05,Asia-Pacific,Mid-Market,Finance,Email,Pricing,7,4,3,Yes,"Acceptable response time, issue was eventually fixed."
RSP-1854,CUST-2192,2025-01-16,North America,Enterprise,Healthcare,In-App,Customer Support,2,3,5,Yes,"Issue took over a week to resolve, very frustrating."
RSP-1855,CUST-4391,2025-07-30,North America,Mid-Market,Healthcare,Phone,Customer Support,6,2,4,No,Quality has visibly degraded over the last few months.
RSP-1856,CUST-4629,2025-11-23,Europe,Mid-Market,Healthcare,Phone,Product,10,4,1,Yes,The team went above and beyond to help us with our migration.
RSP-1857,CUST-2244,2025-04-07,Asia-Pacific,Enterprise,Manufacturing,In-App,Customer Support,8,4,3,Yes,"Support resolved the issue, but communication could be better."
RSP-1858,CUST-2077,2025-04-05,Latin America,SMB,Manufacturing,Email,Product,6,1,5,Yes,Support response was extremely slow and unhelpful.
RSP-1859,CUST-3186,2025-11-07,Europe,SMB,Finance,Web,Product,1,2,7,Yes,Frequent downtime impacted our business operations.
RSP-1860,CUST-2891,2025-11-02,North America,Mid-Market,Finance,Web,Pricing,5,2,10,Yes,Pricing is way too high for the features provided.
RSP-1861,CUST-2891,2025-12-18,Europe,SMB,Retail,In-App,Product,8,4,2,Yes,"Product works fine, but missing key integrations."
RSP-1862,CUST-3943,2025-02-10,North America,SMB,Finance,Email,Delivery,6,2,5,No,Billing error was not resolved on time.
RSP-1863,CUST-2098,2025-09-15,Europe,Mid-Market,Technology,In-App,Product,8,4,2,Yes,"Service is okay, expecting more frequent software updates."
RSP-1864,CUST-4063,2025-04-05,North America,SMB,Finance,Web,Quality,7,4,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-1865,CUST-5025,2025-08-31,Europe,SMB,Healthcare,Email,Delivery,4,1,7,Yes,Delivery took twice as long as promised.
RSP-1866,CUST-2341,2025-04-09,Europe,Mid-Market,Finance,Web,Pricing,5,1,21,No,Pricing is way too high for the features provided.
RSP-1867,CUST-1264,2025-07-29,North America,Enterprise,Technology,Email,Product,10,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1868,CUST-3210,2025-07-31,Asia-Pacific,SMB,Manufacturing,Phone,Pricing,7,3,3,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-1869,CUST-2661,2025-04-15,Latin America,Mid-Market,Finance,Email,Delivery,0,2,10,Yes,Product keeps crashing after the latest update.
RSP-1870,CUST-2450,2025-08-13,Europe,Enterprise,Technology,Phone,Product,8,3,2,Yes,"Service is okay, expecting more frequent software updates."
RSP-1871,CUST-3661,2025-08-23,Europe,Enterprise,Finance,Web,Customer Support,3,2,7,Yes,Pricing is way too high for the features provided.
RSP-1872,CUST-4502,2025-07-27,Asia-Pacific,SMB,Retail,Web,Customer Support,8,4,4,Yes,"Product works fine, but missing key integrations."
RSP-1873,CUST-4116,2025-06-10,North America,Mid-Market,Retail,Email,Customer Support,10,5,3,Yes,Top-tier enterprise platform with excellent security features.
RSP-1874,CUST-1315,2025-09-24,North America,SMB,Technology,Phone,Delivery,2,1,5,Yes,Product keeps crashing after the latest update.
RSP-1875,CUST-4699,2025-08-22,Asia-Pacific,Mid-Market,Technology,Phone,Customer Support,10,4,2,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1876,CUST-3012,2025-09-23,Europe,Enterprise,Healthcare,Email,Product,8,4,4,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-1877,CUST-1321,2025-10-13,Europe,Mid-Market,Manufacturing,Phone,Product,5,2,7,Yes,Customer service agent was rude and transferred me three times.
RSP-1878,CUST-1403,2025-04-08,Asia-Pacific,SMB,Finance,Email,Delivery,9,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-1879,CUST-4600,2025-07-23,Europe,Mid-Market,Finance,In-App,Delivery,0,3,4,No,Quality has visibly degraded over the last few months.
RSP-1880,CUST-3342,2025-08-25,Europe,SMB,Technology,Email,Delivery,4,1,21,No,Delivery took twice as long as promised.
RSP-1881,CUST-4460,2025-05-31,Europe,Enterprise,Finance,Web,Delivery,9,3,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1882,CUST-2165,2025-08-26,Asia-Pacific,Mid-Market,Technology,Email,Product,4,2,5,Yes,Billing error was not resolved on time.
RSP-1883,CUST-1740,2025-09-14,Latin America,Mid-Market,Finance,Email,Delivery,4,1,4,No,Product keeps crashing after the latest update.
RSP-1884,CUST-2472,2025-10-27,Latin America,Enterprise,Technology,In-App,Product,8,5,5,Yes,"Average experience, nothing exceptional to report."
RSP-1885,CUST-4220,2025-07-31,North America,Enterprise,Retail,In-App,Customer Support,9,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1886,CUST-4693,2025-01-13,Asia-Pacific,Mid-Market,Technology,Web,Delivery,3,2,7,No,Delivery took twice as long as promised.
RSP-1887,CUST-4716,2025-10-30,North America,Mid-Market,Technology,In-App,Product,9,5,1,Yes,Great value for money and outstanding service reliability.
RSP-1888,CUST-4724,2025-02-16,Asia-Pacific,Mid-Market,Technology,Email,Product,10,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-1889,CUST-3654,2025-12-21,Europe,Enterprise,Healthcare,Email,Customer Support,9,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1890,CUST-2012,2025-02-16,Europe,SMB,Healthcare,In-App,Quality,6,1,14,No,Product keeps crashing after the latest update.
RSP-1891,CUST-4681,2025-11-21,Latin America,SMB,Finance,Email,Product,10,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1892,CUST-1698,2025-09-26,Asia-Pacific,Mid-Market,Technology,Phone,Product,9,5,2,Yes,Top-tier enterprise platform with excellent security features.
RSP-1893,CUST-5191,2025-11-10,Europe,Mid-Market,Healthcare,Phone,Delivery,8,4,4,Yes,"Average experience, nothing exceptional to report."
